Date;Hour;Power
2018-08-18;20:00:00;143.0
2018-08-18;21:00:00;138.5
2018-08-18;22:00:00;137.25
2018-08-18;23:00:00;129.25
2018-08-19;0:00:00;114.25
2018-08-19;1:00:00;99.5
2018-08-19;2:00:00;93.25
2018-08-19;3:00:00;92.0
2018-08-19;4:00:00;85.75
2018-08-19;5:00:00;81.25
2018-08-19;6:00:00;80.25
2018-08-19;7:00:00;83.25
2018-08-19;8:00:00;82.5
2018-08-19;9:00:00;67.75
2018-08-19;10:00:00;88.25
2018-08-19;11:00:00;93.5
2018-08-19;12:00:00;100.5
2018-08-19;13:00:00;104.5
2018-08-19;14:00:00;100.25
2018-08-19;15:00:00;94.75
2018-08-19;16:00:00;94.5
2018-08-19;17:00:00;91.25
2018-08-19;18:00:00;91.0
2018-08-19;19:00:00;114.75
2018-08-19;20:00:00;142.5
2018-08-19;21:00:00;145.0
2018-08-19;22:00:00;137.25
2018-08-19;23:00:00;136.0
2018-08-20;0:00:00;123.0
2018-08-20;1:00:00;106.25
2018-08-20;2:00:00;90.5
2018-08-20;3:00:00;92.0
2018-08-20;4:00:00;90.75
2018-08-20;5:00:00;85.25
2018-08-20;6:00:00;84.75
2018-08-20;7:00:00;101.75
2018-08-20;8:00:00;120.0
2018-08-20;9:00:00;124.25
2018-08-20;10:00:00;117.0
2018-08-20;11:00:00;102.0
2018-08-20;12:00:00;107.75
2018-08-20;13:00:00;108.0
2018-08-20;14:00:00;95.25
2018-08-20;15:00:00;105.25
2018-08-20;16:00:00;107.25
2018-08-20;17:00:00;102.75
2018-08-20;18:00:00;107.5
2018-08-20;19:00:00;133.0
2018-08-20;20:00:00;154.25
2018-08-20;21:00:00;149.75
2018-08-20;22:00:00;144.0
2018-08-20;23:00:00;125.25
2018-08-21;0:00:00;112.25
2018-08-21;1:00:00;105.75
2018-08-21;2:00:00;93.0
2018-08-21;3:00:00;90.5
2018-08-21;4:00:00;90.25
2018-08-21;5:00:00;90.5
2018-08-21;6:00:00;85.5
2018-08-21;7:00:00;111.0
2018-08-21;8:00:00;131.0
2018-08-21;9:00:00;131.5
2018-08-21;10:00:00;137.25
2018-08-21;11:00:00;131.5
2018-08-21;12:00:00;137.75
2018-08-21;13:00:00;134.0
2018-08-21;14:00:00;114.0
2018-08-21;15:00:00;106.25
2018-08-21;16:00:00;107.0
2018-08-21;17:00:00;111.5
2018-08-21;18:00:00;115.0
2018-08-21;19:00:00;135.5
2018-08-21;20:00:00;161.25
2018-08-21;21:00:00;170.25
2018-08-21;22:00:00;152.5
2018-08-21;23:00:00;136.0
2018-08-22;0:00:00;127.75
2018-08-22;1:00:00;108.25
2018-08-22;2:00:00;91.5
2018-08-22;3:00:00;88.0
2018-08-22;4:00:00;88.5
2018-08-22;5:00:00;87.25
2018-08-22;6:00:00;85.25
2018-08-22;7:00:00;105.5
2018-08-22;8:00:00;145.0
2018-08-22;9:00:00;134.25
2018-08-22;10:00:00;129.0
2018-08-22;11:00:00;139.75
2018-08-22;12:00:00;137.0
2018-08-22;13:00:00;127.0
2018-08-22;14:00:00;136.75
2018-08-22;15:00:00;141.75
2018-08-22;16:00:00;143.75
2018-08-22;17:00:00;127.75
2018-08-22;18:00:00;129.75
2018-08-22;19:00:00;151.0
2018-08-22;20:00:00;176.25
2018-08-22;21:00:00;164.75
2018-08-22;22:00:00;152.5
2018-08-22;23:00:00;135.25
2018-08-23;0:00:00;114.0
2018-08-23;1:00:00;94.5
2018-08-23;2:00:00;88.0
2018-08-23;3:00:00;91.5
2018-08-23;4:00:00;86.25
2018-08-23;5:00:00;84.75
2018-08-23;6:00:00;87.5
2018-08-23;7:00:00;110.25
2018-08-23;8:00:00;143.0
2018-08-23;9:00:00;127.25
2018-08-23;10:00:00;123.25
2018-08-23;11:00:00;132.5
2018-08-23;12:00:00;129.0
2018-08-23;13:00:00;127.25
2018-08-23;14:00:00;128.5
2018-08-23;15:00:00;120.0
2018-08-23;16:00:00;114.25
2018-08-23;17:00:00;109.0
2018-08-23;18:00:00;114.25
2018-08-23;19:00:00;138.5
2018-08-23;20:00:00;166.75
2018-08-23;21:00:00;149.0
2018-08-23;22:00:00;154.5
2018-08-23;23:00:00;137.0
2018-08-24;0:00:00;113.5
2018-08-24;1:00:00;94.0
2018-08-24;2:00:00;90.0
2018-08-24;3:00:00;86.5
2018-08-24;4:00:00;87.75
2018-08-24;5:00:00;88.5
2018-08-24;6:00:00;90.25
2018-08-24;7:00:00;114.75
2018-08-24;8:00:00;145.75
2018-08-24;9:00:00;140.0
2018-08-24;10:00:00;136.75
2018-08-24;11:00:00;129.75
2018-08-24;12:00:00;138.75
2018-08-24;13:00:00;125.0
2018-08-24;14:00:00;118.0
2018-08-24;15:00:00;125.0
2018-08-24;16:00:00;113.0
2018-08-24;17:00:00;111.75
2018-08-24;18:00:00;123.0
2018-08-24;19:00:00;149.5
2018-08-24;20:00:00;165.25
2018-08-24;21:00:00;154.75
2018-08-24;22:00:00;149.5
2018-08-24;23:00:00;140.5
2018-08-25;0:00:00;119.0
2018-08-25;1:00:00;103.5
2018-08-25;2:00:00;102.75
2018-08-25;3:00:00;100.25
2018-08-25;4:00:00;93.0
2018-08-25;5:00:00;87.0
2018-08-25;6:00:00;90.0
2018-08-25;7:00:00;97.75
2018-08-25;8:00:00;110.75
2018-08-25;9:00:00;118.25
2018-08-25;10:00:00;125.75
2018-08-25;11:00:00;133.0
2018-08-25;12:00:00;136.25
2018-08-25;13:00:00;141.75
2018-08-25;14:00:00;137.5
2018-08-25;15:00:00;141.0
2018-08-25;16:00:00;128.5
2018-08-25;17:00:00;128.25
2018-08-25;18:00:00;127.25
2018-08-25;19:00:00;149.75
2018-08-25;20:00:00;161.75
2018-08-25;21:00:00;162.0
2018-08-25;22:00:00;150.5
2018-08-25;23:00:00;143.25
2018-08-26;0:00:00;124.25
2018-08-26;1:00:00;109.25
2018-08-26;2:00:00;102.75
2018-08-26;3:00:00;90.25
2018-08-26;4:00:00;90.5
2018-08-26;5:00:00;90.75
2018-08-26;6:00:00;86.25
2018-08-26;7:00:00;93.25
2018-08-26;8:00:00;123.0
2018-08-26;9:00:00;127.0
2018-08-26;10:00:00;123.0
2018-08-26;11:00:00;132.0
2018-08-26;12:00:00;126.25
2018-08-26;13:00:00;121.25
2018-08-26;14:00:00;122.25
2018-08-26;15:00:00;123.0
2018-08-26;16:00:00;115.5
2018-08-26;17:00:00;119.25
2018-08-26;18:00:00;129.25
2018-08-26;19:00:00;144.25
2018-08-26;20:00:00;166.5
2018-08-26;21:00:00;159.5
2018-08-26;22:00:00;151.0
2018-08-26;23:00:00;142.25
2018-08-27;0:00:00;123.5
2018-08-27;1:00:00;103.5
2018-08-27;2:00:00;94.0
2018-08-27;3:00:00;87.25
2018-08-27;4:00:00;84.0
2018-08-27;5:00:00;86.0
2018-08-27;6:00:00;87.75
2018-08-27;7:00:00;107.25
2018-08-27;8:00:00;137.5
2018-08-27;9:00:00;129.5
2018-08-27;10:00:00;131.5
2018-08-27;11:00:00;134.75
2018-08-27;12:00:00;134.75
2018-08-27;13:00:00;130.5
2018-08-27;14:00:00;130.25
2018-08-27;15:00:00;129.5
2018-08-27;16:00:00;125.75
