Date;Hour;Power
2018-10-17;23:00:00;156.5
2018-10-18;0:00:00;134.5
2018-10-18;1:00:00;122.0
2018-10-18;2:00:00;95.75
2018-10-18;3:00:00;92.75
2018-10-18;4:00:00;86.25
2018-10-18;5:00:00;85.25
2018-10-18;6:00:00;86.5
2018-10-18;7:00:00;94.5
2018-10-18;8:00:00;110.5
2018-10-18;9:00:00;121.0
2018-10-18;10:00:00;128.5
2018-10-18;11:00:00;123.25
2018-10-18;12:00:00;130.0
2018-10-18;13:00:00;137.75
2018-10-18;14:00:00;130.5
2018-10-18;15:00:00;132.5
2018-10-18;16:00:00;131.5
2018-10-18;17:00:00;111.75
2018-10-18;18:00:00;121.25
2018-10-18;19:00:00;122.25
2018-10-18;20:00:00;165.25
2018-10-18;21:00:00;171.25
2018-10-18;22:00:00;161.5
2018-10-18;23:00:00;154.25
2018-10-19;0:00:00;131.75
2018-10-19;1:00:00;105.5
2018-10-19;2:00:00;99.5
2018-10-19;3:00:00;99.25
2018-10-19;4:00:00;95.5
2018-10-19;5:00:00;89.75
2018-10-19;6:00:00;90.5
2018-10-19;7:00:00;90.0
2018-10-19;8:00:00;116.75
2018-10-19;9:00:00;124.5
2018-10-19;10:00:00;121.0
2018-10-19;11:00:00;111.75
2018-10-19;12:00:00;117.5
2018-10-19;13:00:00;119.75
2018-10-19;14:00:00;122.0
2018-10-19;15:00:00;116.5
2018-10-19;16:00:00;117.0
2018-10-19;17:00:00;116.25
2018-10-19;18:00:00;117.0
2018-10-19;19:00:00;126.25
2018-10-19;20:00:00;140.0
2018-10-19;21:00:00;155.0
2018-10-19;22:00:00;157.5
2018-10-19;23:00:00;146.75
2018-10-20;0:00:00;119.5
2018-10-20;1:00:00;100.0
2018-10-20;2:00:00;96.0
2018-10-20;3:00:00;91.75
2018-10-20;4:00:00;88.75
2018-10-20;5:00:00;87.75
2018-10-20;6:00:00;90.75
2018-10-20;7:00:00;84.25
2018-10-20;8:00:00;83.0
2018-10-20;9:00:00;96.5
2018-10-20;10:00:00;103.25
2018-10-20;11:00:00;105.0
2018-10-20;12:00:00;110.25
2018-10-20;13:00:00;114.75
2018-10-20;14:00:00;120.75
2018-10-20;15:00:00;121.5
2018-10-20;16:00:00;119.25
2018-10-20;17:00:00;122.25
2018-10-20;18:00:00;125.25
2018-10-20;19:00:00;129.75
2018-10-20;20:00:00;144.25
2018-10-20;21:00:00;166.25
2018-10-20;22:00:00;161.25
