speed,hourly_power,hour,Date
7.45,10.7,6,2010-02-04
9.68,14.97,7,2010-02-04
9.6,14.83,8,2010-02-04
9.22,14.1,9,2010-02-04
8.7,13.1,10,2010-02-04
9.58,14.79,11,2010-02-04
11.03,17.5,12,2010-02-04
11.52,17.5,13,2010-02-04
9.8,15.21,14,2010-02-04
7.95,11.67,15,2010-02-04
7.13,10.11,16,2010-02-04
7.25,10.32,17,2010-02-04
7.55,10.9,18,2010-02-04
6.66,9.2,19,2010-02-04
8.13,12.01,20,2010-02-04
7.65,11.09,21,2010-02-04
7.01,9.87,22,2010-02-04
4.64,5.35,23,2010-02-04
5.04,6.11,0,2010-02-05
5.21,6.44,1,2010-02-05
5.1,6.22,2,2010-02-05
3.82,3.76,3,2010-02-05
3.79,3.71,4,2010-02-05
3.42,3.0,5,2010-02-05
3.91,3.95,6,2010-02-05
4.72,5.49,7,2010-02-05
5.68,7.33,8,2010-02-05
5.34,6.67,9,2010-02-05
5.11,6.24,10,2010-02-05
5.69,7.34,11,2010-02-05
5.68,7.33,12,2010-02-05
5.83,7.62,13,2010-02-05
8.82,13.34,14,2010-02-05
9.03,13.74,15,2010-02-05
9.09,13.85,16,2010-02-05
9.38,14.39,17,2010-02-05
9.22,14.1,18,2010-02-05
7.6,11.0,19,2010-02-05
8.6,12.9,20,2010-02-05
7.74,11.27,21,2010-02-05
7.73,11.25,22,2010-02-05
7.88,11.54,23,2010-02-05
8.34,12.41,0,2010-02-06
7.14,10.12,1,2010-02-06
9.43,14.5,2,2010-02-06
8.63,12.98,3,2010-02-06
9.9,15.39,4,2010-02-06
10.71,16.94,5,2010-02-06
10.74,17.01,6,2010-02-06
12.23,17.5,7,2010-02-06
14.15,17.5,8,2010-02-06
13.68,17.5,9,2010-02-06
12.58,17.5,10,2010-02-06
13.36,17.5,11,2010-02-06
11.38,17.5,12,2010-02-06
9.38,14.41,13,2010-02-06
8.6,12.9,14,2010-02-06
7.16,10.16,15,2010-02-06
5.84,7.63,16,2010-02-06
5.4,6.8,17,2010-02-06
5.91,7.76,18,2010-02-06
2.09,0.46,19,2010-02-06
5.01,6.04,20,2010-02-06
4.1,4.31,21,2010-02-06
4.3,4.69,22,2010-02-06
5.32,6.64,23,2010-02-06
4.52,5.11,0,2010-02-07
4.83,5.71,1,2010-02-07
4.66,5.38,2,2010-02-07
3.78,3.69,3,2010-02-07
1.41,0.0,4,2010-02-07
5.07,6.16,5,2010-02-07
4.45,4.98,6,2010-02-07
4.37,4.82,7,2010-02-07
2.08,0.44,8,2010-02-07
5.44,6.87,9,2010-02-07
4.9,5.84,10,2010-02-07
5.45,6.89,11,2010-02-07
4.78,5.6,12,2010-02-07
5.77,7.49,13,2010-02-07
3.76,3.66,14,2010-02-07
6.03,8.0,15,2010-02-07
9.03,13.74,16,2010-02-07
8.33,12.39,17,2010-02-07
6.39,8.69,18,2010-02-07
10.59,16.72,19,2010-02-07
6.19,8.31,20,2010-02-07
7.34,10.51,21,2010-02-07
9.0,13.67,22,2010-02-07
5.66,7.29,23,2010-02-07
8.19,12.12,0,2010-02-08
8.07,11.9,1,2010-02-08
10.76,17.05,2,2010-02-08
10.08,15.74,3,2010-02-08
10.0,15.59,4,2010-02-08
9.79,15.19,5,2010-02-08
14.08,17.5,6,2010-02-08
11.27,17.5,7,2010-02-08
8.69,13.08,8,2010-02-08
7.36,10.54,9,2010-02-08
6.93,9.72,10,2010-02-08
6.71,9.29,11,2010-02-08
5.31,6.62,12,2010-02-08
5.39,6.76,13,2010-02-08
5.21,6.44,14,2010-02-08
6.97,9.8,15,2010-02-08
7.3,10.41,16,2010-02-08
4.25,4.58,17,2010-02-08
6.92,9.69,18,2010-02-08
5.48,6.94,19,2010-02-08
6.96,9.78,20,2010-02-08
7.37,10.56,21,2010-02-08
8.05,11.85,22,2010-02-08
10.04,15.66,23,2010-02-08
10.07,15.72,0,2010-02-09
12.19,17.5,1,2010-02-09
11.09,17.5,2,2010-02-09
9.89,15.37,3,2010-02-09
11.56,17.5,4,2010-02-09
11.81,17.5,5,2010-02-09
7.6,11.0,6,2010-02-09
7.81,11.4,7,2010-02-09
6.49,8.87,8,2010-02-09
10.87,17.25,9,2010-02-09
10.84,17.19,10,2010-02-09
9.65,14.92,11,2010-02-09
12.4,17.5,12,2010-02-09
11.61,17.5,13,2010-02-09
12.24,17.5,14,2010-02-09
11.0,17.5,15,2010-02-09
14.62,17.5,16,2010-02-09
13.85,17.5,17,2010-02-09
11.77,17.5,18,2010-02-09
11.26,17.5,19,2010-02-09
10.79,17.1,20,2010-02-09
10.1,15.77,21,2010-02-09
6.85,9.56,22,2010-02-09
7.26,10.34,23,2010-02-09
6.22,8.36,0,2010-02-10
5.65,7.27,1,2010-02-10
3.97,4.06,2,2010-02-10
6.16,8.25,3,2010-02-10
4.94,5.91,4,2010-02-10
5.57,7.11,5,2010-02-10
4.51,5.09,6,2010-02-10
5.27,6.54,7,2010-02-10
6.41,8.72,8,2010-02-10
6.41,8.72,9,2010-02-10
5.37,6.73,10,2010-02-10
5.49,6.96,11,2010-02-10
4.97,5.96,12,2010-02-10
4.68,5.42,13,2010-02-10
6.17,8.27,14,2010-02-10
8.4,12.52,15,2010-02-10
7.0,9.85,16,2010-02-10
6.32,8.54,17,2010-02-10
6.62,9.12,18,2010-02-10
9.76,15.12,19,2010-02-10
7.11,10.05,20,2010-02-10
8.96,13.59,21,2010-02-10
7.55,10.9,22,2010-02-10
5.21,6.42,23,2010-02-10
7.49,10.8,0,2010-02-11
4.78,5.6,1,2010-02-11
4.71,5.47,2,2010-02-11
4.94,5.91,3,2010-02-11
6.56,9.02,4,2010-02-11
4.93,5.89,5,2010-02-11
4.7,5.45,6,2010-02-11
5.31,6.62,7,2010-02-11
5.78,7.53,8,2010-02-11
5.42,6.84,9,2010-02-11
6.11,8.14,10,2010-02-11
4.71,5.47,11,2010-02-11
5.02,6.07,12,2010-02-11
5.78,7.51,13,2010-02-11
6.23,8.38,14,2010-02-11
6.3,8.51,15,2010-02-11
5.66,7.29,16,2010-02-11
6.68,9.23,17,2010-02-11
6.87,9.6,18,2010-02-11
7.29,10.4,19,2010-02-11
3.49,3.13,20,2010-02-11
6.09,8.11,21,2010-02-11
6.38,8.67,22,2010-02-11
4.91,5.85,23,2010-02-11
3.88,3.87,0,2010-02-12
3.55,3.26,1,2010-02-12
3.22,2.62,2,2010-02-12
3.43,3.02,3,2010-02-12
2.9,2.0,4,2010-02-12
2.5,1.24,5,2010-02-12
0.71,0.0,6,2010-02-12
0.69,0.0,7,2010-02-12
0.69,0.0,8,2010-02-12
0.78,0.0,9,2010-02-12
2.94,2.08,10,2010-02-12
4.01,4.13,11,2010-02-12
4.75,5.55,12,2010-02-12
5.97,7.87,13,2010-02-12
9.49,14.61,14,2010-02-12
10.79,17.1,15,2010-02-12
10.3,16.16,16,2010-02-12
11.25,17.5,17,2010-02-12
11.23,17.5,18,2010-02-12
10.97,17.44,19,2010-02-12
9.14,13.94,20,2010-02-12
8.06,11.87,21,2010-02-12
7.45,10.7,22,2010-02-12
5.57,7.11,23,2010-02-12
7.73,11.25,0,2010-02-13
8.86,13.41,1,2010-02-13
10.12,15.81,2,2010-02-13
8.39,12.5,3,2010-02-13
5.44,6.87,4,2010-02-13
3.63,3.4,5,2010-02-13
3.91,3.95,6,2010-02-13
5.42,6.84,7,2010-02-13
4.93,5.89,8,2010-02-13
4.77,5.58,9,2010-02-13
4.26,4.6,10,2010-02-13
3.57,3.29,11,2010-02-13
3.66,3.46,12,2010-02-13
1.63,0.0,13,2010-02-13
1.29,0.0,14,2010-02-13
2.6,1.44,15,2010-02-13
8.29,12.32,16,2010-02-13
5.13,6.27,17,2010-02-13
6.98,9.81,18,2010-02-13
6.58,9.05,19,2010-02-13
8.51,12.74,20,2010-02-13
9.09,13.85,21,2010-02-13
8.9,13.48,22,2010-02-13
9.44,14.52,23,2010-02-13
8.08,11.92,0,2010-02-14
7.06,9.96,1,2010-02-14
7.94,11.65,2,2010-02-14
6.48,8.85,3,2010-02-14
4.79,5.62,4,2010-02-14
4.19,4.47,5,2010-02-14
2.75,1.71,6,2010-02-14
3.16,2.51,7,2010-02-14
4.13,4.36,8,2010-02-14
3.99,4.09,9,2010-02-14
3.64,3.42,10,2010-02-14
3.91,3.95,11,2010-02-14
2.35,0.95,12,2010-02-14
0.73,0.0,13,2010-02-14
2.79,1.8,14,2010-02-14
1.37,0.0,15,2010-02-14
1.92,0.13,16,2010-02-14
2.3,0.86,17,2010-02-14
1.13,0.0,18,2010-02-14
1.48,0.0,19,2010-02-14
1.23,0.0,20,2010-02-14
3.26,2.69,21,2010-02-14
3.19,2.57,22,2010-02-14
2.54,1.31,23,2010-02-14
4.84,5.73,0,2010-02-15
2.8,1.82,1,2010-02-15
4.29,4.67,2,2010-02-15
4.26,4.62,3,2010-02-15
3.1,2.38,4,2010-02-15
3.27,2.71,5,2010-02-15
2.63,1.49,6,2010-02-15
2.49,1.22,7,2010-02-15
3.7,3.55,8,2010-02-15
3.25,2.67,9,2010-02-15
2.87,1.95,10,2010-02-15
2.6,1.44,11,2010-02-15
1.63,0.0,12,2010-02-15
2.76,1.75,13,2010-02-15
3.43,3.02,14,2010-02-15
3.49,3.13,15,2010-02-15
3.63,3.4,16,2010-02-15
4.08,4.27,17,2010-02-15
3.68,3.49,18,2010-02-15
3.61,3.37,19,2010-02-15
3.19,2.57,20,2010-02-15
3.55,3.26,21,2010-02-15
3.62,3.38,22,2010-02-15
3.35,2.87,23,2010-02-15
3.27,2.71,0,2010-02-16
2.57,1.39,1,2010-02-16
1.93,0.15,2,2010-02-16
2.27,0.8,3,2010-02-16
3.12,2.42,4,2010-02-16
2.98,2.17,5,2010-02-16
3.07,2.33,6,2010-02-16
3.34,2.86,7,2010-02-16
3.26,2.69,8,2010-02-16
3.41,2.98,9,2010-02-16
3.4,2.97,10,2010-02-16
3.36,2.89,11,2010-02-16
2.88,1.97,12,2010-02-16
1.7,0.0,13,2010-02-16
0.3,0.0,14,2010-02-16
1.57,0.0,15,2010-02-16
0.55,0.0,16,2010-02-16
1.6,0.0,17,2010-02-16
1.01,0.0,18,2010-02-16
1.55,0.0,19,2010-02-16
2.77,1.77,20,2010-02-16
3.54,3.24,21,2010-02-16
4.51,5.09,22,2010-02-16
5.48,6.94,23,2010-02-16
4.83,5.69,0,2010-02-17
5.14,6.29,1,2010-02-17
5.75,7.45,2,2010-02-17
7.46,10.72,3,2010-02-17
6.57,9.03,4,2010-02-17
3.83,3.78,5,2010-02-17
8.22,12.18,6,2010-02-17
6.6,9.09,7,2010-02-17
5.07,6.16,8,2010-02-17
4.66,5.38,9,2010-02-17
9.82,15.25,10,2010-02-17
7.68,11.16,11,2010-02-17
6.39,8.69,12,2010-02-17
7.61,11.01,13,2010-02-17
6.03,8.0,14,2010-02-17
5.73,7.42,15,2010-02-17
4.85,5.75,16,2010-02-17
11.89,17.5,17,2010-02-17
10.94,17.39,18,2010-02-17
12.22,17.5,19,2010-02-17
7.85,11.47,20,2010-02-17
7.93,11.63,21,2010-02-17
9.23,14.12,22,2010-02-17
11.66,17.5,23,2010-02-17
11.69,17.5,0,2010-02-18
8.05,11.85,1,2010-02-18
9.1,13.87,2,2010-02-18
8.71,13.12,3,2010-02-18
8.97,13.61,4,2010-02-18
9.4,14.45,5,2010-02-18
11.44,17.5,6,2010-02-18
9.4,14.45,7,2010-02-18
7.79,11.36,8,2010-02-18
10.14,15.86,9,2010-02-18
10.39,16.34,10,2010-02-18
8.14,12.03,11,2010-02-18
11.04,17.5,12,2010-02-18
9.2,14.07,13,2010-02-18
9.31,14.27,14,2010-02-18
8.53,12.78,15,2010-02-18
8.75,13.19,16,2010-02-18
8.99,13.65,17,2010-02-18
8.48,12.69,18,2010-02-18
7.03,9.91,19,2010-02-18
5.78,7.53,20,2010-02-18
6.2,8.32,21,2010-02-18
7.58,10.96,22,2010-02-18
8.92,13.52,23,2010-02-18
7.43,10.67,0,2010-02-19
6.08,8.09,1,2010-02-19
7.05,9.94,2,2010-02-19
7.31,10.45,3,2010-02-19
6.26,8.43,4,2010-02-19
5.44,6.87,5,2010-02-19
4.87,5.78,6,2010-02-19
4.14,4.38,7,2010-02-19
5.31,6.62,8,2010-02-19
3.38,2.93,9,2010-02-19
5.13,6.27,10,2010-02-19
4.7,5.45,11,2010-02-19
4.29,4.67,12,2010-02-19
4.56,5.18,13,2010-02-19
3.96,4.04,14,2010-02-19
4.72,5.49,15,2010-02-19
3.86,3.84,16,2010-02-19
3.3,2.77,17,2010-02-19
3.18,2.55,18,2010-02-19
3.7,3.53,19,2010-02-19
4.46,5.0,20,2010-02-19
0.72,0.0,21,2010-02-19
1.7,0.0,22,2010-02-19
3.99,4.09,23,2010-02-19
4.93,5.89,0,2010-02-20
2.24,0.75,1,2010-02-20
2.03,0.35,2,2010-02-20
3.08,2.35,3,2010-02-20
3.79,3.71,4,2010-02-20
3.45,3.06,5,2010-02-20
2.81,1.84,6,2010-02-20
2.64,1.51,7,2010-02-20
2.62,1.48,8,2010-02-20
4.22,4.53,9,2010-02-20
3.45,3.06,10,2010-02-20
3.2,2.58,11,2010-02-20
2.71,1.64,12,2010-02-20
2.68,1.58,13,2010-02-20
3.54,3.24,14,2010-02-20
3.85,3.82,15,2010-02-20
3.71,3.57,16,2010-02-20
2.94,2.08,17,2010-02-20
4.82,5.67,18,2010-02-20
4.22,4.53,19,2010-02-20
3.37,2.91,20,2010-02-20
4.17,4.44,21,2010-02-20
3.31,2.78,22,2010-02-20
4.16,4.42,23,2010-02-20
2.01,0.31,0,2010-02-21
2.11,0.49,1,2010-02-21
3.09,2.37,2,2010-02-21
2.97,2.15,3,2010-02-21
3.71,3.57,4,2010-02-21
2.77,1.77,5,2010-02-21
3.28,2.73,6,2010-02-21
3.45,3.06,7,2010-02-21
4.07,4.24,8,2010-02-21
3.92,3.96,9,2010-02-21
3.95,4.02,10,2010-02-21
4.41,4.89,11,2010-02-21
5.44,6.87,12,2010-02-21
5.39,6.76,13,2010-02-21
5.19,6.38,14,2010-02-21
5.01,6.04,15,2010-02-21
5.69,7.34,16,2010-02-21
6.73,9.32,17,2010-02-21
5.19,6.38,18,2010-02-21
4.43,4.93,19,2010-02-21
5.31,6.62,20,2010-02-21
4.21,4.51,21,2010-02-21
6.95,9.76,22,2010-02-21
5.8,7.56,23,2010-02-21
6.0,7.94,0,2010-02-22
6.22,8.36,1,2010-02-22
5.46,6.91,2,2010-02-22
5.82,7.6,3,2010-02-22
5.08,6.18,4,2010-02-22
3.65,3.44,5,2010-02-22
1.99,0.28,6,2010-02-22
1.55,0.0,7,2010-02-22
3.61,3.37,8,2010-02-22
4.21,4.51,9,2010-02-22
4.39,4.86,10,2010-02-22
3.48,3.11,11,2010-02-22
4.04,4.18,12,2010-02-22
5.28,6.56,13,2010-02-22
5.19,6.38,14,2010-02-22
3.54,3.24,15,2010-02-22
5.14,6.29,16,2010-02-22
5.77,7.49,17,2010-02-22
3.29,2.75,18,2010-02-22
8.02,11.79,19,2010-02-22
8.82,13.34,20,2010-02-22
7.75,11.29,21,2010-02-22
7.97,11.7,22,2010-02-22
7.6,11.0,23,2010-02-22
6.06,8.05,0,2010-02-23
6.72,9.31,1,2010-02-23
4.44,4.95,2,2010-02-23
4.6,5.25,3,2010-02-23
3.38,2.93,4,2010-02-23
3.53,3.22,5,2010-02-23
3.32,2.8,6,2010-02-23
2.87,1.95,7,2010-02-23
2.84,1.89,8,2010-02-23
2.89,1.98,9,2010-02-23
2.73,1.68,10,2010-02-23
1.56,0.0,11,2010-02-23
2.96,2.13,12,2010-02-23
5.6,7.18,13,2010-02-23
6.35,8.6,14,2010-02-23
6.14,8.2,15,2010-02-23
5.54,7.05,16,2010-02-23
5.76,7.47,17,2010-02-23
6.23,8.38,18,2010-02-23
6.13,8.18,19,2010-02-23
5.82,7.6,20,2010-02-23
5.1,6.22,21,2010-02-23
3.76,3.66,22,2010-02-23
4.16,4.42,23,2010-02-23
4.5,5.07,0,2010-02-24
5.11,6.24,1,2010-02-24
6.11,8.14,2,2010-02-24
3.95,4.02,3,2010-02-24
6.8,9.47,4,2010-02-24
5.96,7.85,5,2010-02-24
5.49,6.96,6,2010-02-24
5.04,6.11,7,2010-02-24
5.59,7.16,8,2010-02-24
4.96,5.95,9,2010-02-24
4.49,5.05,10,2010-02-24
5.26,6.53,11,2010-02-24
5.44,6.87,12,2010-02-24
5.94,7.82,13,2010-02-24
5.33,6.65,14,2010-02-24
4.28,4.66,15,2010-02-24
3.92,3.96,16,2010-02-24
3.57,3.29,17,2010-02-24
3.72,3.58,18,2010-02-24
3.62,3.38,19,2010-02-24
4.36,4.8,20,2010-02-24
4.46,5.0,21,2010-02-24
3.7,3.55,22,2010-02-24
2.7,1.62,23,2010-02-24
2.66,1.55,0,2010-02-25
4.83,5.71,1,2010-02-25
5.31,6.62,2,2010-02-25
5.37,6.73,3,2010-02-25
5.66,7.29,4,2010-02-25
5.68,7.33,5,2010-02-25
5.59,7.16,6,2010-02-25
4.98,5.98,7,2010-02-25
4.72,5.49,8,2010-02-25
4.61,5.27,9,2010-02-25
4.45,4.96,10,2010-02-25
4.42,4.91,11,2010-02-25
4.93,5.89,12,2010-02-25
5.29,6.58,13,2010-02-25
5.46,6.91,14,2010-02-25
4.63,5.31,15,2010-02-25
4.45,4.96,16,2010-02-25
3.84,3.8,17,2010-02-25
3.97,4.06,18,2010-02-25
4.25,4.58,19,2010-02-25
4.26,4.6,20,2010-02-25
4.04,4.18,21,2010-02-25
3.74,3.62,22,2010-02-25
3.86,3.84,23,2010-02-25
2.69,1.6,0,2010-02-26
3.33,2.84,1,2010-02-26
4.58,5.22,2,2010-02-26
5.52,7.02,3,2010-02-26
4.72,5.49,4,2010-02-26
5.27,6.54,5,2010-02-26
4.87,5.78,6,2010-02-26
4.93,5.89,7,2010-02-26
4.75,5.55,8,2010-02-26
4.67,5.4,9,2010-02-26
3.88,3.87,10,2010-02-26
4.17,4.44,11,2010-02-26
4.59,5.24,12,2010-02-26
3.78,3.69,13,2010-02-26
3.08,2.35,14,2010-02-26
2.64,1.51,15,2010-02-26
2.73,1.68,16,2010-02-26
2.38,1.02,17,2010-02-26
1.68,0.0,18,2010-02-26
1.02,0.0,19,2010-02-26
0.89,0.0,20,2010-02-26
1.09,0.0,21,2010-02-26
1.37,0.0,22,2010-02-26
2.22,0.71,23,2010-02-26
2.72,1.66,0,2010-02-27
2.65,1.53,1,2010-02-27
2.24,0.75,2,2010-02-27
3.1,2.38,3,2010-02-27
3.63,3.4,4,2010-02-27
4.38,4.84,5,2010-02-27
4.73,5.51,6,2010-02-27
4.7,5.45,7,2010-02-27
4.73,5.51,8,2010-02-27
6.33,8.56,9,2010-02-27
5.76,7.47,10,2010-02-27
5.53,7.04,11,2010-02-27
5.13,6.27,12,2010-02-27
5.38,6.74,13,2010-02-27
5.1,6.22,14,2010-02-27
4.79,5.62,15,2010-02-27
3.64,3.42,16,2010-02-27
2.77,1.77,17,2010-02-27
2.39,1.04,18,2010-02-27
2.31,0.88,19,2010-02-27
3.18,2.55,20,2010-02-27
3.28,2.73,21,2010-02-27
2.5,1.24,22,2010-02-27
0.93,0.0,23,2010-02-27
2.45,1.15,0,2010-02-28
3.2,2.58,1,2010-02-28
1.62,0.0,2,2010-02-28
4.41,4.89,3,2010-02-28
4.37,4.82,4,2010-02-28
4.66,5.38,5,2010-02-28
4.65,5.36,6,2010-02-28
4.54,5.15,7,2010-02-28
4.16,4.42,8,2010-02-28
4.48,5.04,9,2010-02-28
4.13,4.36,10,2010-02-28
4.45,4.96,11,2010-02-28
5.21,6.42,12,2010-02-28
5.34,6.67,13,2010-02-28
5.38,6.74,14,2010-02-28
4.79,5.62,15,2010-02-28
3.65,3.44,16,2010-02-28
2.97,2.15,17,2010-02-28
2.99,2.18,18,2010-02-28
4.53,5.13,19,2010-02-28
4.72,5.49,20,2010-02-28
4.81,5.65,21,2010-02-28
3.96,4.04,22,2010-02-28
4.45,4.98,23,2010-02-28
4.25,4.58,0,2010-03-01
4.08,4.27,1,2010-03-01
5.34,6.67,2,2010-03-01
5.22,6.45,3,2010-03-01
4.78,5.6,4,2010-03-01
4.23,4.55,5,2010-03-01
5.83,7.62,6,2010-03-01
5.26,6.53,7,2010-03-01
5.3,6.6,8,2010-03-01
6.68,9.23,9,2010-03-01
6.18,8.29,10,2010-03-01
5.85,7.65,11,2010-03-01
5.57,7.11,12,2010-03-01
5.06,6.14,13,2010-03-01
4.43,4.93,14,2010-03-01
3.75,3.64,15,2010-03-01
2.93,2.06,16,2010-03-01
2.88,1.97,17,2010-03-01
2.74,1.69,18,2010-03-01
1.84,0.0,19,2010-03-01
1.31,0.0,20,2010-03-01
1.18,0.0,21,2010-03-01
1.13,0.0,22,2010-03-01
1.15,0.0,23,2010-03-01
0.39,0.0,0,2010-03-02
0.17,0.0,1,2010-03-02
0.54,0.0,2,2010-03-02
1.67,0.0,3,2010-03-02
3.49,3.13,4,2010-03-02
3.55,3.26,5,2010-03-02
3.52,3.2,6,2010-03-02
7.08,10.0,7,2010-03-02
5.73,7.42,8,2010-03-02
4.35,4.78,9,2010-03-02
5.46,6.91,10,2010-03-02
7.05,9.94,11,2010-03-02
4.83,5.69,12,2010-03-02
6.44,8.78,13,2010-03-02
3.65,3.44,14,2010-03-02
5.7,7.36,15,2010-03-02
2.24,0.75,16,2010-03-02
4.62,5.29,17,2010-03-02
3.69,3.51,18,2010-03-02
2.16,0.59,19,2010-03-02
1.8,0.0,20,2010-03-02
1.39,0.0,21,2010-03-02
1.11,0.0,22,2010-03-02
1.15,0.0,23,2010-03-02
3.69,3.51,0,2010-03-03
4.0,4.11,1,2010-03-03
4.25,4.58,2,2010-03-03
2.45,1.15,3,2010-03-03
1.59,0.0,4,2010-03-03
0.97,0.0,5,2010-03-03
2.01,0.31,6,2010-03-03
2.56,1.37,7,2010-03-03
3.3,2.77,8,2010-03-03
2.94,2.09,9,2010-03-03
3.51,3.18,10,2010-03-03
3.55,3.26,11,2010-03-03
3.52,3.2,12,2010-03-03
4.22,4.53,13,2010-03-03
5.81,7.58,14,2010-03-03
6.29,8.49,15,2010-03-03
6.52,8.92,16,2010-03-03
6.09,8.11,17,2010-03-03
5.9,7.74,18,2010-03-03
5.63,7.23,19,2010-03-03
5.51,7.0,20,2010-03-03
5.25,6.51,21,2010-03-03
4.19,4.47,22,2010-03-03
2.83,1.88,23,2010-03-03
4.34,4.76,0,2010-03-04
5.12,6.25,1,2010-03-04
5.02,6.07,2,2010-03-04
4.81,5.65,3,2010-03-04
4.55,5.16,4,2010-03-04
4.16,4.42,5,2010-03-04
3.85,3.82,6,2010-03-04
3.84,3.8,7,2010-03-04
3.37,2.91,8,2010-03-04
2.94,2.08,9,2010-03-04
1.97,0.22,10,2010-03-04
0.9,0.0,11,2010-03-04
1.16,0.0,12,2010-03-04
1.5,0.0,13,2010-03-04
2.18,0.64,14,2010-03-04
2.42,1.09,15,2010-03-04
2.91,2.02,16,2010-03-04
3.29,2.75,17,2010-03-04
5.34,6.67,18,2010-03-04
3.99,4.09,19,2010-03-04
4.15,4.4,20,2010-03-04
5.08,6.18,21,2010-03-04
5.78,7.51,22,2010-03-04
5.54,7.05,23,2010-03-04
5.66,7.29,0,2010-03-05
4.78,5.6,1,2010-03-05
5.13,6.27,2,2010-03-05
5.31,6.62,3,2010-03-05
5.41,6.82,4,2010-03-05
3.53,3.22,5,2010-03-05
5.24,6.49,6,2010-03-05
3.56,3.27,7,2010-03-05
3.46,3.07,8,2010-03-05
1.7,0.0,9,2010-03-05
3.32,2.8,10,2010-03-05
2.53,1.29,11,2010-03-05
2.48,1.2,12,2010-03-05
2.19,0.66,13,2010-03-05
2.95,2.11,14,2010-03-05
2.18,0.64,15,2010-03-05
2.53,1.29,16,2010-03-05
1.83,0.0,17,2010-03-05
3.16,2.51,18,2010-03-05
4.58,5.22,19,2010-03-05
3.28,2.73,20,2010-03-05
2.99,2.18,21,2010-03-05
4.09,4.29,22,2010-03-05
5.37,6.73,23,2010-03-05
5.26,6.53,0,2010-03-06
3.97,4.06,1,2010-03-06
3.42,3.0,2,2010-03-06
5.13,6.27,3,2010-03-06
3.72,3.58,4,2010-03-06
2.81,1.84,5,2010-03-06
3.75,3.64,6,2010-03-06
3.75,3.64,7,2010-03-06
3.75,3.64,8,2010-03-06
2.22,0.71,9,2010-03-06
0.93,0.0,10,2010-03-06
0.85,0.0,11,2010-03-06
2.36,0.97,12,2010-03-06
0.81,0.0,13,2010-03-06
1.68,0.0,14,2010-03-06
1.32,0.0,15,2010-03-06
1.68,0.0,16,2010-03-06
1.5,0.0,17,2010-03-06
2.15,0.57,18,2010-03-06
2.02,0.33,19,2010-03-06
1.3,0.0,20,2010-03-06
0.4,0.0,21,2010-03-06
0.66,0.0,22,2010-03-06
1.37,0.0,23,2010-03-06
2.11,0.49,0,2010-03-07
2.19,0.66,1,2010-03-07
8.36,12.45,2,2010-03-07
6.16,8.23,3,2010-03-07
6.52,8.92,4,2010-03-07
6.56,9.02,5,2010-03-07
8.61,12.92,6,2010-03-07
9.72,15.05,7,2010-03-07
12.84,17.5,8,2010-03-07
11.07,17.5,9,2010-03-07
11.26,17.5,10,2010-03-07
10.33,16.21,11,2010-03-07
11.21,17.5,12,2010-03-07
9.5,14.63,13,2010-03-07
10.24,16.05,14,2010-03-07
9.4,14.45,15,2010-03-07
6.05,8.03,16,2010-03-07
6.88,9.61,17,2010-03-07
6.97,9.8,18,2010-03-07
6.32,8.54,19,2010-03-07
8.16,12.07,20,2010-03-07
8.06,11.89,21,2010-03-07
5.92,7.78,22,2010-03-07
3.96,4.04,23,2010-03-07
3.11,2.4,0,2010-03-08
3.27,2.71,1,2010-03-08
3.86,3.84,2,2010-03-08
4.53,5.13,3,2010-03-08
4.69,5.44,4,2010-03-08
4.21,4.51,5,2010-03-08
3.61,3.37,6,2010-03-08
3.26,2.69,7,2010-03-08
3.94,4.0,8,2010-03-08
3.53,3.22,9,2010-03-08
4.3,4.69,10,2010-03-08
4.63,5.31,11,2010-03-08
4.38,4.84,12,2010-03-08
4.18,4.46,13,2010-03-08
5.62,7.22,14,2010-03-08
5.84,7.63,15,2010-03-08
7.06,9.96,16,2010-03-08
5.89,7.73,17,2010-03-08
6.07,8.07,18,2010-03-08
6.41,8.72,19,2010-03-08
6.1,8.13,20,2010-03-08
5.43,6.85,21,2010-03-08
4.51,5.09,22,2010-03-08
5.0,6.02,23,2010-03-08
4.84,5.73,0,2010-03-09
4.34,4.76,1,2010-03-09
2.36,0.97,2,2010-03-09
2.03,0.35,3,2010-03-09
1.58,0.0,4,2010-03-09
0.75,0.0,5,2010-03-09
0.88,0.0,6,2010-03-09
0.64,0.0,7,2010-03-09
0.27,0.0,8,2010-03-09
0.22,0.0,9,2010-03-09
0.49,0.0,10,2010-03-09
0.66,0.0,11,2010-03-09
0.67,0.0,12,2010-03-09
1.23,0.0,13,2010-03-09
0.36,0.0,14,2010-03-09
1.27,0.0,15,2010-03-09
1.93,0.15,16,2010-03-09
2.58,1.4,17,2010-03-09
1.7,0.0,18,2010-03-09
1.61,0.0,19,2010-03-09
1.98,0.24,20,2010-03-09
1.9,0.1,21,2010-03-09
2.05,0.39,22,2010-03-09
3.23,2.64,23,2010-03-09
3.32,2.82,0,2010-03-10
2.05,0.39,1,2010-03-10
1.82,0.0,2,2010-03-10
2.45,1.15,3,2010-03-10
2.91,2.02,4,2010-03-10
3.31,2.78,5,2010-03-10
1.51,0.0,6,2010-03-10
1.52,0.0,7,2010-03-10
1.84,0.0,8,2010-03-10
1.84,0.0,9,2010-03-10
1.38,0.0,10,2010-03-10
1.38,0.0,11,2010-03-10
