speed,hourly_power,hour,Date
3.34,2.86,0,2010-03-31
2.62,1.48,1,2010-03-31
2.72,1.66,2,2010-03-31
6.1,8.13,3,2010-03-31
6.24,8.4,4,2010-03-31
6.25,8.42,5,2010-03-31
5.3,6.6,6,2010-03-31
6.43,8.76,7,2010-03-31
6.05,8.03,8,2010-03-31
5.92,7.78,9,2010-03-31
6.98,9.81,10,2010-03-31
8.31,12.36,11,2010-03-31
7.91,11.6,12,2010-03-31
6.97,9.8,13,2010-03-31
6.48,8.85,14,2010-03-31
5.86,7.67,15,2010-03-31
1.75,0.0,16,2010-03-31
2.97,2.15,17,2010-03-31
2.59,1.42,18,2010-03-31
3.78,3.69,19,2010-03-31
2.21,0.69,20,2010-03-31
5.63,7.23,21,2010-03-31
7.02,9.89,22,2010-03-31
6.38,8.67,23,2010-03-31
3.08,2.35,0,2010-04-01
3.15,2.49,1,2010-04-01
4.84,5.73,2,2010-04-01
5.22,6.45,3,2010-04-01
5.86,7.67,4,2010-04-01
6.29,8.49,5,2010-04-01
7.74,11.27,6,2010-04-01
8.47,12.67,7,2010-04-01
6.47,8.83,8,2010-04-01
6.54,8.96,9,2010-04-01
5.54,7.05,10,2010-04-01
4.89,5.82,11,2010-04-01
9.17,13.99,12,2010-04-01
7.64,11.07,13,2010-04-01
6.95,9.76,14,2010-04-01
4.01,4.13,15,2010-04-01
6.74,9.36,16,2010-04-01
5.46,6.91,17,2010-04-01
8.79,13.27,18,2010-04-01
6.15,8.22,19,2010-04-01
7.01,9.87,20,2010-04-01
7.64,11.07,21,2010-04-01
7.04,9.92,22,2010-04-01
7.39,10.6,23,2010-04-01
3.71,3.57,0,2010-04-02
6.25,8.42,1,2010-04-02
4.39,4.86,2,2010-04-02
2.35,0.95,3,2010-04-02
3.24,2.66,4,2010-04-02
3.89,3.91,5,2010-04-02
5.33,6.65,6,2010-04-02
5.15,6.31,7,2010-04-02
5.03,6.09,8,2010-04-02
3.73,3.6,9,2010-04-02
4.46,5.0,10,2010-04-02
3.98,4.07,11,2010-04-02
3.47,3.09,12,2010-04-02
6.58,9.05,13,2010-04-02
3.6,3.35,14,2010-04-02
3.38,2.93,15,2010-04-02
6.67,9.22,16,2010-04-02
6.49,8.87,17,2010-04-02
7.85,11.47,18,2010-04-02
7.69,11.18,19,2010-04-02
9.42,14.48,20,2010-04-02
7.99,11.74,21,2010-04-02
4.73,5.51,22,2010-04-02
2.76,1.75,23,2010-04-02
4.35,4.78,0,2010-04-03
3.4,2.97,1,2010-04-03
3.18,2.55,2,2010-04-03
1.96,0.2,3,2010-04-03
2.39,1.04,4,2010-04-03
0.74,0.0,5,2010-04-03
1.63,0.0,6,2010-04-03
1.99,0.28,7,2010-04-03
3.58,3.31,8,2010-04-03
3.57,3.29,9,2010-04-03
1.5,0.0,10,2010-04-03
1.17,0.0,11,2010-04-03
0.88,0.0,12,2010-04-03
1.12,0.0,13,2010-04-03
1.12,0.0,14,2010-04-03
0.68,0.0,15,2010-04-03
2.04,0.37,16,2010-04-03
1.84,0.0,17,2010-04-03
1.97,0.22,18,2010-04-03
2.18,0.62,19,2010-04-03
2.89,1.98,20,2010-04-03
2.38,1.02,21,2010-04-03
1.51,0.0,22,2010-04-03
2.36,0.97,23,2010-04-03
1.67,0.0,0,2010-04-04
1.24,0.0,1,2010-04-04
2.42,1.09,2,2010-04-04
2.31,0.88,3,2010-04-04
1.01,0.0,4,2010-04-04
1.17,0.0,5,2010-04-04
2.08,0.44,6,2010-04-04
2.0,0.3,7,2010-04-04
2.1,0.48,8,2010-04-04
2.44,1.13,9,2010-04-04
2.76,1.75,10,2010-04-04
2.32,0.89,11,2010-04-04
1.99,0.28,12,2010-04-04
1.79,0.0,13,2010-04-04
1.63,0.0,14,2010-04-04
1.83,0.0,15,2010-04-04
1.5,0.0,16,2010-04-04
1.8,0.0,17,2010-04-04
2.28,0.82,18,2010-04-04
2.25,0.77,19,2010-04-04
2.3,0.86,20,2010-04-04
2.21,0.69,21,2010-04-04
2.66,1.55,22,2010-04-04
2.97,2.15,23,2010-04-04
2.99,2.18,0,2010-04-05
3.51,3.18,1,2010-04-05
3.22,2.62,2,2010-04-05
3.28,2.73,3,2010-04-05
3.12,2.42,4,2010-04-05
2.27,0.8,5,2010-04-05
1.37,0.0,6,2010-04-05
2.23,0.73,7,2010-04-05
2.39,1.04,8,2010-04-05
1.92,0.13,9,2010-04-05
1.14,0.0,10,2010-04-05
1.22,0.0,11,2010-04-05
1.45,0.0,12,2010-04-05
1.24,0.0,13,2010-04-05
0.51,0.0,14,2010-04-05
1.25,0.0,15,2010-04-05
1.02,0.0,16,2010-04-05
1.38,0.0,17,2010-04-05
1.28,0.0,18,2010-04-05
2.34,0.93,19,2010-04-05
2.19,0.66,20,2010-04-05
0.9,0.0,21,2010-04-05
1.32,0.0,22,2010-04-05
1.85,0.0,23,2010-04-05
2.11,0.49,0,2010-04-06
2.34,0.93,1,2010-04-06
2.21,0.69,2,2010-04-06
0.75,0.0,3,2010-04-06
1.84,0.0,4,2010-04-06
2.66,1.55,5,2010-04-06
3.02,2.24,6,2010-04-06
2.86,1.93,7,2010-04-06
4.61,5.27,8,2010-04-06
4.68,5.42,9,2010-04-06
5.94,7.82,10,2010-04-06
8.7,13.1,11,2010-04-06
8.05,11.85,12,2010-04-06
7.92,11.61,13,2010-04-06
6.15,8.22,14,2010-04-06
5.11,6.24,15,2010-04-06
4.59,5.24,16,2010-04-06
4.83,5.69,17,2010-04-06
8.03,11.81,18,2010-04-06
5.77,7.49,19,2010-04-06
4.15,4.4,20,2010-04-06
3.85,3.82,21,2010-04-06
3.57,3.29,22,2010-04-06
2.56,1.37,23,2010-04-06
3.37,2.91,0,2010-04-07
2.05,0.39,1,2010-04-07
2.08,0.44,2,2010-04-07
1.3,0.0,3,2010-04-07
2.71,1.64,4,2010-04-07
1.23,0.0,5,2010-04-07
1.24,0.0,6,2010-04-07
1.56,0.0,7,2010-04-07
1.76,0.0,8,2010-04-07
1.54,0.0,9,2010-04-07
2.18,0.64,10,2010-04-07
2.65,1.53,11,2010-04-07
0.47,0.0,12,2010-04-07
1.29,0.0,13,2010-04-07
2.99,2.18,14,2010-04-07
3.42,3.0,15,2010-04-07
3.7,3.53,16,2010-04-07
4.33,4.75,17,2010-04-07
4.2,4.49,18,2010-04-07
3.54,3.24,19,2010-04-07
2.93,2.06,20,2010-04-07
2.32,0.89,21,2010-04-07
2.0,0.3,22,2010-04-07
1.51,0.0,23,2010-04-07
1.6,0.0,0,2010-04-08
1.93,0.15,1,2010-04-08
2.65,1.53,2,2010-04-08
1.23,0.0,3,2010-04-08
2.03,0.35,4,2010-04-08
1.59,0.0,5,2010-04-08
1.37,0.0,6,2010-04-08
1.67,0.0,7,2010-04-08
2.31,0.88,8,2010-04-08
0.51,0.0,9,2010-04-08
2.83,1.88,10,2010-04-08
5.4,6.8,11,2010-04-08
1.83,0.0,12,2010-04-08
1.12,0.0,13,2010-04-08
1.18,0.0,14,2010-04-08
0.81,0.0,15,2010-04-08
2.47,1.19,16,2010-04-08
2.71,1.64,17,2010-04-08
2.88,1.97,18,2010-04-08
2.42,1.09,19,2010-04-08
4.45,4.98,20,2010-04-08
5.81,7.58,21,2010-04-08
5.45,6.89,22,2010-04-08
5.61,7.2,23,2010-04-08
8.4,12.52,0,2010-04-09
7.03,9.91,1,2010-04-09
5.4,6.8,2,2010-04-09
4.04,4.18,3,2010-04-09
4.69,5.44,4,2010-04-09
3.86,3.84,5,2010-04-09
6.86,9.58,6,2010-04-09
7.98,11.72,7,2010-04-09
7.11,10.05,8,2010-04-09
6.42,8.74,9,2010-04-09
5.41,6.82,10,2010-04-09
4.23,4.55,11,2010-04-09
7.3,10.41,12,2010-04-09
7.03,9.91,13,2010-04-09
8.56,12.83,14,2010-04-09
6.69,9.25,15,2010-04-09
8.11,11.98,16,2010-04-09
8.37,12.47,17,2010-04-09
8.49,12.7,18,2010-04-09
8.8,13.28,19,2010-04-09
11.81,17.5,20,2010-04-09
9.21,14.08,21,2010-04-09
11.76,17.5,22,2010-04-09
9.67,14.96,23,2010-04-09
10.72,16.97,0,2010-04-10
12.98,17.5,1,2010-04-10
11.15,17.5,2,2010-04-10
5.68,7.33,3,2010-04-10
4.06,4.22,4,2010-04-10
3.79,3.71,5,2010-04-10
4.24,4.56,6,2010-04-10
4.79,5.62,7,2010-04-10
5.0,6.02,8,2010-04-10
5.55,7.07,9,2010-04-10
4.46,5.0,10,2010-04-10
5.45,6.89,11,2010-04-10
4.13,4.36,12,2010-04-10
6.16,8.23,13,2010-04-10
6.39,8.69,14,2010-04-10
7.09,10.01,15,2010-04-10
6.8,9.47,16,2010-04-10
8.32,12.38,17,2010-04-10
9.32,14.28,18,2010-04-10
8.87,13.43,19,2010-04-10
10.09,15.76,20,2010-04-10
3.7,3.55,21,2010-04-10
1.42,0.0,22,2010-04-10
2.71,1.64,23,2010-04-10
1.2,0.0,0,2010-04-11
2.64,1.51,1,2010-04-11
3.68,3.49,2,2010-04-11
3.78,3.69,3,2010-04-11
3.56,3.27,4,2010-04-11
3.67,3.47,5,2010-04-11
2.66,1.55,6,2010-04-11
3.35,2.87,7,2010-04-11
3.09,2.37,8,2010-04-11
1.26,0.0,9,2010-04-11
3.16,2.51,10,2010-04-11
3.52,3.2,11,2010-04-11
3.54,3.24,12,2010-04-11
3.61,3.37,13,2010-04-11
4.23,4.55,14,2010-04-11
4.82,5.67,15,2010-04-11
5.78,7.51,16,2010-04-11
6.85,9.56,17,2010-04-11
5.73,7.42,18,2010-04-11
5.43,6.85,19,2010-04-11
6.1,8.13,20,2010-04-11
7.01,9.87,21,2010-04-11
3.83,3.78,22,2010-04-11
4.66,5.38,23,2010-04-11
5.27,6.54,0,2010-04-12
5.23,6.47,1,2010-04-12
4.52,5.11,2,2010-04-12
3.68,3.49,3,2010-04-12
3.75,3.64,4,2010-04-12
4.07,4.24,5,2010-04-12
3.26,2.69,6,2010-04-12
4.16,4.42,7,2010-04-12
7.29,10.4,8,2010-04-12
6.69,9.25,9,2010-04-12
6.98,9.81,10,2010-04-12
5.25,6.51,11,2010-04-12
4.43,4.93,12,2010-04-12
5.45,6.89,13,2010-04-12
6.8,9.47,14,2010-04-12
6.7,9.27,15,2010-04-12
6.22,8.36,16,2010-04-12
6.06,8.05,17,2010-04-12
5.91,7.76,18,2010-04-12
5.64,7.25,19,2010-04-12
5.9,7.74,20,2010-04-12
5.89,7.73,21,2010-04-12
4.51,5.09,22,2010-04-12
3.43,3.02,23,2010-04-12
4.67,5.4,0,2010-04-13
4.36,4.8,1,2010-04-13
4.54,5.15,2,2010-04-13
4.02,4.15,3,2010-04-13
3.63,3.4,4,2010-04-13
3.53,3.22,5,2010-04-13
3.46,3.07,6,2010-04-13
2.87,1.95,7,2010-04-13
2.9,2.0,8,2010-04-13
2.5,1.24,9,2010-04-13
3.1,2.38,10,2010-04-13
2.96,2.13,11,2010-04-13
2.95,2.11,12,2010-04-13
2.44,1.13,13,2010-04-13
2.35,0.95,14,2010-04-13
2.03,0.35,15,2010-04-13
1.57,0.0,16,2010-04-13
1.83,0.0,17,2010-04-13
1.73,0.0,18,2010-04-13
1.7,0.0,19,2010-04-13
2.2,0.68,20,2010-04-13
1.8,0.0,21,2010-04-13
1.87,0.04,22,2010-04-13
1.52,0.0,23,2010-04-13
1.41,0.0,0,2010-04-14
1.73,0.0,1,2010-04-14
1.93,0.15,2,2010-04-14
2.25,0.77,3,2010-04-14
2.67,1.57,4,2010-04-14
2.38,1.02,5,2010-04-14
2.28,0.82,6,2010-04-14
1.56,0.0,7,2010-04-14
1.6,0.0,8,2010-04-14
1.13,0.0,9,2010-04-14
1.06,0.0,10,2010-04-14
1.66,0.0,11,2010-04-14
1.48,0.0,12,2010-04-14
1.44,0.0,13,2010-04-14
1.44,0.0,14,2010-04-14
2.79,1.8,15,2010-04-14
3.08,2.35,16,2010-04-14
3.54,3.24,17,2010-04-14
3.96,4.04,18,2010-04-14
3.62,3.38,19,2010-04-14
3.56,3.27,20,2010-04-14
3.89,3.89,21,2010-04-14
4.7,5.45,22,2010-04-14
4.87,5.78,23,2010-04-14
5.9,7.74,0,2010-04-15
4.69,5.44,1,2010-04-15
3.86,3.84,2,2010-04-15
4.94,5.91,3,2010-04-15
5.21,6.42,4,2010-04-15
5.52,7.02,5,2010-04-15
5.63,7.23,6,2010-04-15
6.8,9.47,7,2010-04-15
6.45,8.8,8,2010-04-15
7.07,9.98,9,2010-04-15
8.54,12.79,10,2010-04-15
7.68,11.16,11,2010-04-15
8.29,12.32,12,2010-04-15
9.18,14.01,13,2010-04-15
9.14,13.94,14,2010-04-15
7.74,11.27,15,2010-04-15
7.3,10.43,16,2010-04-15
7.44,10.69,17,2010-04-15
5.51,7.0,18,2010-04-15
7.44,10.69,19,2010-04-15
7.0,9.85,20,2010-04-15
7.59,10.98,21,2010-04-15
5.99,7.93,22,2010-04-15
5.26,6.53,23,2010-04-15
3.3,2.77,0,2010-04-16
4.94,5.91,1,2010-04-16
4.52,5.11,2,2010-04-16
5.01,6.04,3,2010-04-16
4.17,4.44,4,2010-04-16
5.74,7.43,5,2010-04-16
3.28,2.73,6,2010-04-16
6.43,8.76,7,2010-04-16
8.66,13.03,8,2010-04-16
8.84,13.38,9,2010-04-16
7.39,10.6,10,2010-04-16
7.64,11.07,11,2010-04-16
7.95,11.67,12,2010-04-16
7.96,11.69,13,2010-04-16
8.15,12.05,14,2010-04-16
7.87,11.5,15,2010-04-16
8.94,13.56,16,2010-04-16
8.51,12.74,17,2010-04-16
10.08,15.74,18,2010-04-16
12.74,17.5,19,2010-04-16
8.82,13.34,20,2010-04-16
9.01,13.7,21,2010-04-16
7.93,11.63,22,2010-04-16
6.63,9.14,23,2010-04-16
5.71,7.38,0,2010-04-17
5.76,7.47,1,2010-04-17
6.22,8.36,2,2010-04-17
6.2,8.32,3,2010-04-17
7.16,10.16,4,2010-04-17
6.16,8.23,5,2010-04-17
5.4,6.8,6,2010-04-17
6.66,9.2,7,2010-04-17
7.22,10.27,8,2010-04-17
5.53,7.04,9,2010-04-17
5.61,7.2,10,2010-04-17
3.7,3.53,11,2010-04-17
4.34,4.76,12,2010-04-17
4.89,5.82,13,2010-04-17
6.78,9.43,14,2010-04-17
5.58,7.13,15,2010-04-17
7.11,10.07,16,2010-04-17
8.44,12.61,17,2010-04-17
9.56,14.74,18,2010-04-17
10.13,15.83,19,2010-04-17
6.49,8.87,20,2010-04-17
7.92,11.61,21,2010-04-17
7.73,11.25,22,2010-04-17
11.03,17.5,23,2010-04-17
10.2,15.97,0,2010-04-18
9.34,14.32,1,2010-04-18
14.87,17.5,2,2010-04-18
15.06,17.5,3,2010-04-18
15.04,17.5,4,2010-04-18
8.35,12.43,5,2010-04-18
5.71,7.38,6,2010-04-18
4.12,4.35,7,2010-04-18
4.19,4.47,8,2010-04-18
6.61,9.11,9,2010-04-18
7.07,9.98,10,2010-04-18
5.93,7.8,11,2010-04-18
7.11,10.05,12,2010-04-18
7.74,11.27,13,2010-04-18
7.77,11.32,14,2010-04-18
10.14,15.85,15,2010-04-18
13.55,17.5,16,2010-04-18
14.99,17.5,17,2010-04-18
14.78,17.5,18,2010-04-18
19.8,17.5,19,2010-04-18
13.88,17.5,20,2010-04-18
12.94,17.5,21,2010-04-18
11.64,17.5,22,2010-04-18
5.57,7.11,23,2010-04-18
7.05,9.94,0,2010-04-19
6.79,9.45,1,2010-04-19
6.35,8.62,2,2010-04-19
7.93,11.63,3,2010-04-19
8.95,13.58,4,2010-04-19
5.99,7.93,5,2010-04-19
8.48,12.69,6,2010-04-19
7.48,10.76,7,2010-04-19
11.77,17.5,8,2010-04-19
10.43,16.41,9,2010-04-19
8.56,12.83,10,2010-04-19
6.5,8.89,11,2010-04-19
8.05,11.85,12,2010-04-19
8.19,12.12,13,2010-04-19
10.83,17.17,14,2010-04-19
9.58,14.79,15,2010-04-19
9.3,14.25,16,2010-04-19
10.25,16.06,17,2010-04-19
10.8,17.12,18,2010-04-19
7.94,11.65,19,2010-04-19
9.21,14.08,20,2010-04-19
8.24,12.21,21,2010-04-19
8.63,12.98,22,2010-04-19
7.18,10.2,23,2010-04-19
5.3,6.6,0,2010-04-20
5.16,6.33,1,2010-04-20
3.95,4.02,2,2010-04-20
3.38,2.93,3,2010-04-20
1.95,0.19,4,2010-04-20
2.53,1.29,5,2010-04-20
2.41,1.08,6,2010-04-20
1.72,0.0,7,2010-04-20
1.95,0.19,8,2010-04-20
2.25,0.77,9,2010-04-20
3.0,2.2,10,2010-04-20
1.78,0.0,11,2010-04-20
4.02,4.15,12,2010-04-20
3.71,3.57,13,2010-04-20
2.76,1.75,14,2010-04-20
3.41,2.98,15,2010-04-20
3.92,3.96,16,2010-04-20
5.27,6.54,17,2010-04-20
5.25,6.51,18,2010-04-20
6.29,8.49,19,2010-04-20
6.22,8.36,20,2010-04-20
5.43,6.85,21,2010-04-20
6.12,8.16,22,2010-04-20
7.46,10.72,23,2010-04-20
8.82,13.34,0,2010-04-21
8.59,12.88,1,2010-04-21
8.45,12.63,2,2010-04-21
8.34,12.41,3,2010-04-21
6.92,9.71,4,2010-04-21
4.73,5.51,5,2010-04-21
5.1,6.22,6,2010-04-21
6.54,8.96,7,2010-04-21
2.83,1.88,8,2010-04-21
3.21,2.6,9,2010-04-21
2.75,1.73,10,2010-04-21
3.38,2.93,11,2010-04-21
4.02,4.15,12,2010-04-21
2.79,1.8,13,2010-04-21
4.16,4.42,14,2010-04-21
6.03,8.0,15,2010-04-21
5.41,6.82,16,2010-04-21
1.5,0.0,17,2010-04-21
3.23,2.64,18,2010-04-21
4.55,5.16,19,2010-04-21
3.83,3.78,20,2010-04-21
6.11,8.14,21,2010-04-21
3.92,3.96,22,2010-04-21
3.9,3.93,23,2010-04-21
3.2,2.58,0,2010-04-22
4.24,4.56,1,2010-04-22
3.94,4.0,2,2010-04-22
5.05,6.13,3,2010-04-22
5.72,7.4,4,2010-04-22
2.73,1.68,5,2010-04-22
2.79,1.8,6,2010-04-22
3.56,3.27,7,2010-04-22
2.04,0.37,8,2010-04-22
1.53,0.0,9,2010-04-22
2.35,0.95,10,2010-04-22
3.2,2.58,11,2010-04-22
2.92,2.04,12,2010-04-22
2.43,1.11,13,2010-04-22
1.0,0.0,14,2010-04-22
0.56,0.0,15,2010-04-22
1.07,0.0,16,2010-04-22
1.05,0.0,17,2010-04-22
0.5,0.0,18,2010-04-22
1.23,0.0,19,2010-04-22
1.0,0.0,20,2010-04-22
1.68,0.0,21,2010-04-22
1.77,0.0,22,2010-04-22
1.6,0.0,23,2010-04-22
2.65,1.53,0,2010-04-23
3.4,2.97,1,2010-04-23
3.57,3.29,2,2010-04-23
2.45,1.15,3,2010-04-23
1.51,0.0,4,2010-04-23
2.06,0.4,5,2010-04-23
1.92,0.13,6,2010-04-23
1.55,0.0,7,2010-04-23
3.28,2.73,8,2010-04-23
3.12,2.42,9,2010-04-23
1.31,0.0,10,2010-04-23
1.01,0.0,11,2010-04-23
0.26,0.0,12,2010-04-23
1.26,0.0,13,2010-04-23
0.69,0.0,14,2010-04-23
0.32,0.0,15,2010-04-23
0.88,0.0,16,2010-04-23
1.2,0.0,17,2010-04-23
0.68,0.0,18,2010-04-23
0.56,0.0,19,2010-04-23
1.16,0.0,20,2010-04-23
1.53,0.0,21,2010-04-23
1.93,0.15,22,2010-04-23
1.46,0.0,23,2010-04-23
3.23,2.64,0,2010-04-24
3.4,2.97,1,2010-04-24
3.45,3.06,2,2010-04-24
2.74,1.69,3,2010-04-24
2.3,0.86,4,2010-04-24
1.58,0.0,5,2010-04-24
1.72,0.0,6,2010-04-24
2.43,1.11,7,2010-04-24
1.75,0.0,8,2010-04-24
1.07,0.0,9,2010-04-24
1.22,0.0,10,2010-04-24
0.7,0.0,11,2010-04-24
1.64,0.0,12,2010-04-24
1.42,0.0,13,2010-04-24
0.97,0.0,14,2010-04-24
2.32,0.89,15,2010-04-24
2.42,1.09,16,2010-04-24
3.26,2.69,17,2010-04-24
3.35,2.87,18,2010-04-24
3.5,3.15,19,2010-04-24
3.75,3.64,20,2010-04-24
4.43,4.93,21,2010-04-24
3.69,3.51,22,2010-04-24
4.36,4.8,23,2010-04-24
4.9,5.84,0,2010-04-25
5.67,7.31,1,2010-04-25
5.0,6.02,2,2010-04-25
4.31,4.71,3,2010-04-25
3.15,2.49,4,2010-04-25
2.95,2.11,5,2010-04-25
2.13,0.53,6,2010-04-25
3.0,2.2,7,2010-04-25
3.55,3.26,8,2010-04-25
3.23,2.64,9,2010-04-25
3.25,2.67,10,2010-04-25
3.63,3.4,11,2010-04-25
3.96,4.04,12,2010-04-25
4.41,4.89,13,2010-04-25
4.76,5.56,14,2010-04-25
6.56,9.02,15,2010-04-25
7.16,10.16,16,2010-04-25
7.35,10.52,17,2010-04-25
8.39,12.5,18,2010-04-25
8.71,13.12,19,2010-04-25
9.61,14.85,20,2010-04-25
12.38,17.5,21,2010-04-25
10.71,16.95,22,2010-04-25
11.25,17.5,23,2010-04-25
10.02,15.63,0,2010-04-26
8.02,11.79,1,2010-04-26
6.87,9.6,2,2010-04-26
6.14,8.2,3,2010-04-26
3.07,2.33,4,2010-04-26
4.83,5.71,5,2010-04-26
6.31,8.52,6,2010-04-26
3.47,3.09,7,2010-04-26
3.22,2.62,8,2010-04-26
3.64,3.42,9,2010-04-26
2.68,1.58,10,2010-04-26
2.19,0.66,11,2010-04-26
3.48,3.11,12,2010-04-26
3.62,3.38,13,2010-04-26
4.46,5.0,14,2010-04-26
4.66,5.38,15,2010-04-26
3.85,3.82,16,2010-04-26
6.42,8.74,17,2010-04-26
7.45,10.7,18,2010-04-26
8.25,12.25,19,2010-04-26
7.99,11.74,20,2010-04-26
5.23,6.47,21,2010-04-26
6.43,8.76,22,2010-04-26
9.06,13.79,23,2010-04-26
8.33,12.39,0,2010-04-27
7.92,11.61,1,2010-04-27
8.41,12.54,2,2010-04-27
8.76,13.21,3,2010-04-27
8.23,12.19,4,2010-04-27
7.16,10.16,5,2010-04-27
7.81,11.4,6,2010-04-27
8.06,11.89,7,2010-04-27
9.01,13.7,8,2010-04-27
8.86,13.41,9,2010-04-27
9.19,14.03,10,2010-04-27
7.98,11.72,11,2010-04-27
8.98,13.63,12,2010-04-27
8.15,12.05,13,2010-04-27
8.1,11.96,14,2010-04-27
7.4,10.61,15,2010-04-27
6.8,9.47,16,2010-04-27
6.74,9.36,17,2010-04-27
8.35,12.43,18,2010-04-27
7.74,11.27,19,2010-04-27
7.96,11.69,20,2010-04-27
6.98,9.81,21,2010-04-27
7.8,11.38,22,2010-04-27
6.82,9.51,23,2010-04-27
6.33,8.56,0,2010-04-28
7.68,11.16,1,2010-04-28
8.2,12.14,2,2010-04-28
9.0,13.68,3,2010-04-28
6.71,9.29,4,2010-04-28
6.63,9.14,5,2010-04-28
6.58,9.05,6,2010-04-28
6.59,9.07,7,2010-04-28
6.07,8.07,8,2010-04-28
6.04,8.02,9,2010-04-28
6.2,8.32,10,2010-04-28
6.23,8.38,11,2010-04-28
4.39,4.86,12,2010-04-28
4.26,4.6,13,2010-04-28
4.84,5.73,14,2010-04-28
5.51,7.0,15,2010-04-28
5.4,6.8,16,2010-04-28
5.52,7.02,17,2010-04-28
5.74,7.43,18,2010-04-28
3.91,3.95,19,2010-04-28
4.55,5.16,20,2010-04-28
4.58,5.22,21,2010-04-28
7.81,11.4,22,2010-04-28
6.97,9.8,23,2010-04-28
7.28,10.38,0,2010-04-29
7.55,10.9,1,2010-04-29
7.44,10.69,2,2010-04-29
6.13,8.18,3,2010-04-29
7.87,11.5,4,2010-04-29
6.54,8.98,5,2010-04-29
7.03,9.91,6,2010-04-29
6.05,8.03,7,2010-04-29
5.97,7.89,8,2010-04-29
7.43,10.67,9,2010-04-29
7.57,10.94,10,2010-04-29
7.25,10.32,11,2010-04-29
8.19,12.12,12,2010-04-29
8.98,13.63,13,2010-04-29
11.77,17.5,14,2010-04-29
11.47,17.5,15,2010-04-29
10.71,16.94,16,2010-04-29
9.68,14.97,17,2010-04-29
9.51,14.65,18,2010-04-29
12.29,17.5,19,2010-04-29
11.85,17.5,20,2010-04-29
11.83,17.5,21,2010-04-29
11.54,17.5,22,2010-04-29
10.79,17.1,23,2010-04-29
9.05,13.78,0,2010-04-30
8.39,12.5,1,2010-04-30
8.21,12.16,2,2010-04-30
8.13,12.01,3,2010-04-30
8.53,12.78,4,2010-04-30
8.43,12.58,5,2010-04-30
8.16,12.07,6,2010-04-30
8.49,12.7,7,2010-04-30
8.55,12.81,8,2010-04-30
8.48,12.69,9,2010-04-30
9.25,14.16,10,2010-04-30
8.35,12.43,11,2010-04-30
8.69,13.08,12,2010-04-30
9.03,13.74,13,2010-04-30
10.19,15.96,14,2010-04-30
9.93,15.45,15,2010-04-30
9.62,14.87,16,2010-04-30
9.21,14.08,17,2010-04-30
9.05,13.78,18,2010-04-30
9.3,14.25,19,2010-04-30
8.36,12.45,20,2010-04-30
7.5,10.81,21,2010-04-30
7.54,10.89,22,2010-04-30
7.85,11.47,23,2010-04-30
8.04,11.83,0,2010-05-01
6.55,9.0,1,2010-05-01
7.62,11.03,2,2010-05-01
10.71,16.95,3,2010-05-01
9.24,14.14,4,2010-05-01
8.51,12.74,5,2010-05-01
10.01,15.61,6,2010-05-01
9.51,14.65,7,2010-05-01
9.73,15.07,8,2010-05-01
9.96,15.52,9,2010-05-01
8.5,12.72,10,2010-05-01
8.15,12.05,11,2010-05-01
7.92,11.61,12,2010-05-01
8.55,12.81,13,2010-05-01
8.6,12.9,14,2010-05-01
10.32,16.19,15,2010-05-01
9.85,15.3,16,2010-05-01
5.01,6.04,17,2010-05-01
7.35,10.52,18,2010-05-01
6.33,8.56,19,2010-05-01
3.66,3.46,20,2010-05-01
5.52,7.02,21,2010-05-01
5.12,6.25,22,2010-05-01
0.73,0.0,23,2010-05-01
6.57,9.03,0,2010-05-02
2.51,1.26,1,2010-05-02
2.25,0.77,2,2010-05-02
4.26,4.6,3,2010-05-02
4.93,5.89,4,2010-05-02
5.48,6.94,5,2010-05-02
4.45,4.98,6,2010-05-02
4.77,5.58,7,2010-05-02
3.85,3.82,8,2010-05-02
3.93,3.98,9,2010-05-02
3.85,3.82,10,2010-05-02
6.57,9.03,11,2010-05-02
4.91,5.85,12,2010-05-02
3.92,3.96,13,2010-05-02
3.21,2.6,14,2010-05-02
5.06,6.14,15,2010-05-02
5.01,6.04,16,2010-05-02
5.51,7.0,17,2010-05-02
5.0,6.02,18,2010-05-02
4.24,4.56,19,2010-05-02
5.47,6.93,20,2010-05-02
4.48,5.04,21,2010-05-02
2.82,1.86,22,2010-05-02
2.5,1.24,23,2010-05-02
4.82,5.67,0,2010-05-03
4.57,5.2,1,2010-05-03
5.47,6.93,2,2010-05-03
5.76,7.47,3,2010-05-03
6.41,8.72,4,2010-05-03
7.86,11.49,5,2010-05-03
9.75,15.1,6,2010-05-03
8.72,13.14,7,2010-05-03
9.44,14.52,8,2010-05-03
8.62,12.96,9,2010-05-03
8.17,12.09,10,2010-05-03
8.52,12.76,11,2010-05-03
8.42,12.56,12,2010-05-03
7.49,10.78,13,2010-05-03
4.53,5.13,14,2010-05-03
3.92,3.96,15,2010-05-03
5.3,6.6,16,2010-05-03
6.91,9.67,17,2010-05-03
6.52,8.92,18,2010-05-03
6.06,8.05,19,2010-05-03
5.02,6.07,20,2010-05-03
4.99,6.0,21,2010-05-03
3.65,3.44,22,2010-05-03
4.32,4.73,23,2010-05-03
3.49,3.13,0,2010-05-04
4.04,4.18,1,2010-05-04
4.8,5.64,2,2010-05-04
5.1,6.22,3,2010-05-04
5.43,6.85,4,2010-05-04
5.07,6.16,5,2010-05-04
